"benchmark","item_id","topic","problem","gold_answer","prompt_id","prompt_family","prompt_template","prompt_text","difficulty","source"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P25_answer_format_first","F01_output_control","Solve the problem. Before finishing, ensure the answer is simplified and written as \boxed{...}.

Problem:
{problem}","Solve the problem. Before finishing, ensure the answer is simplified and written as \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P26_strict_output_contract","F01_output_control","Solve the problem under this output contract: reasoning is allowed, but the response must end with exactly one line: \boxed{...}.

Problem:
{problem}","Solve the problem under this output contract: reasoning is allowed, but the response must end with exactly one line: \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P02_concise","F02_reasoning_depth","Solve the problem with concise reasoning. Avoid unnecessary explanation. End with exactly one final answer in the form \boxed{...}.

Problem:
{problem}","Solve the problem with concise reasoning. Avoid unnecessary explanation. End with exactly one final answer in the form \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P03_step_by_step","F02_reasoning_depth","Solve the following olympiad-style mathematics problem step by step. Show the main reasoning clearly. End with \boxed{...}.

Problem:
{problem}","Solve the following olympiad-style mathematics problem step by step. Show the main reasoning clearly. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P04_formal","F02_reasoning_depth","Write a rigorous olympiad-style solution. Justify each nontrivial step. End with the final answer in the form \boxed{...}.

Problem:
{problem}","Write a rigorous olympiad-style solution. Justify each nontrivial step. End with the final answer in the form \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P08_short_proof","F02_reasoning_depth","Give a short but complete solution. Include only the essential reasoning. End with \boxed{...}.

Problem:
{problem}","Give a short but complete solution. Include only the essential reasoning. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P27_detailed_solution","F02_reasoning_depth","Give a detailed mathematical solution. Explain the key transformations and justify the final result. End with \boxed{...}.

Problem:
{problem}","Give a detailed mathematical solution. Explain the key transformations and justify the final result. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P28_medium_detail","F02_reasoning_depth","Solve the problem with a moderate amount of detail. Include enough reasoning to make the answer checkable. End with \boxed{...}.

Problem:
{problem}","Solve the problem with a moderate amount of detail. Include enough reasoning to make the answer checkable. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P29_lemma_style","F02_reasoning_depth","Solve the problem using clear mathematical claims or lemmas if helpful. Keep the proof organized. End with \boxed{...}.

Problem:
{problem}","Solve the problem using clear mathematical claims or lemmas if helpful. Keep the proof organized. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P30_equation_focused","F02_reasoning_depth","Solve the problem with equation-focused reasoning. Use concise prose and show the necessary algebraic or logical steps. End with \boxed{...}.

Problem:
{problem}","Solve the problem with equation-focused reasoning. Use concise prose and show the necessary algebraic or logical steps. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P31_explain_key_idea","F02_reasoning_depth","Solve the problem and clearly identify the key idea of the solution. Then carry out the computation or proof. End with \boxed{...}.

Problem:
{problem}","Solve the problem and clearly identify the key idea of the solution. Then carry out the computation or proof. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P32_rigorous_but_brief","F02_reasoning_depth","Provide a rigorous but brief solution. Avoid long commentary, but do not skip essential justification. End with \boxed{...}.

Problem:
{problem}","Provide a rigorous but brief solution. Avoid long commentary, but do not skip essential justification. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P05_verify","F03_verification_checking","Solve the problem, then briefly check your result. The final line must be: Final answer: \boxed{...}.

Problem:
{problem}","Solve the problem, then briefly check your result. The final line must be: Final answer: \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P07_careful","F03_verification_checking","Solve the problem carefully. Check definitions, constraints, and edge cases before giving the answer. End with exactly one final answer in the form \boxed{...}.

Problem:
{problem}","Solve the problem carefully. Check definitions, constraints, and edge cases before giving the answer. End with exactly one final answer in the form \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P10_independent_check","F03_verification_checking","Solve the problem. After obtaining an answer, verify it using an independent check. End with exactly one final answer in the form \boxed{...}.

Problem:
{problem}","Solve the problem. After obtaining an answer, verify it using an independent check. End with exactly one final answer in the form \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P18_error_check","F03_verification_checking","Solve the problem and actively check for common mistakes. Verify arithmetic, algebraic simplification, and boundary conditions. End with exactly one final answer in the form \boxed{...}.

Problem:
{problem}","Solve the problem and actively check for common mistakes. Verify arithmetic, algebraic simplification, and boundary conditions. End with exactly one final answer in the form \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P33_constraint_check","F03_verification_checking","Solve the problem. Before finalizing, check that the answer satisfies all stated constraints. End with \boxed{...}.

Problem:
{problem}","Solve the problem. Before finalizing, check that the answer satisfies all stated constraints. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P34_boundary_check","F03_verification_checking","Solve the problem and check possible boundary or exceptional cases. Make sure the final answer is valid in all cases. End with \boxed{...}.

Problem:
{problem}","Solve the problem and check possible boundary or exceptional cases. Make sure the final answer is valid in all cases. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P35_sanity_check","F03_verification_checking","Solve the problem, then perform a brief sanity check on the magnitude, sign, or feasibility of the answer. End with \boxed{...}.

Problem:
{problem}","Solve the problem, then perform a brief sanity check on the magnitude, sign, or feasibility of the answer. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P36_substitution_check","F03_verification_checking","Solve the problem. If possible, substitute or test the final result back into the original conditions. End with \boxed{...}.

Problem:
{problem}","Solve the problem. If possible, substitute or test the final result back into the original conditions. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P37_mistake_resistant","F03_verification_checking","Solve the problem in a mistake-resistant way. Track assumptions and verify the final expression carefully. End with \boxed{...}.

Problem:
{problem}","Solve the problem in a mistake-resistant way. Track assumptions and verify the final expression carefully. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P38_double_check_final","F03_verification_checking","Solve the problem and double-check the final answer before writing it. Do not include multiple final answers. End with \boxed{...}.

Problem:
{problem}","Solve the problem and double-check the final answer before writing it. Do not include multiple final answers. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P11_plan_then_solve","F04_strategy_search","First identify a useful strategy, then solve the problem. Keep the reasoning focused and mathematical. End with \boxed{...}.

Problem:
{problem}","First identify a useful strategy, then solve the problem. Keep the reasoning focused and mathematical. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P13_symbolic","F04_strategy_search","Solve the problem using exact symbolic reasoning where possible. Avoid decimal approximations unless necessary. End with the final answer in the form \boxed{...}.

Problem:
{problem}","Solve the problem using exact symbolic reasoning where possible. Avoid decimal approximations unless necessary. End with the final answer in the form \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P14_work_backwards","F04_strategy_search","Solve the problem. If useful, reason backwards from the desired conclusion or answer form. End with exactly one final answer in the form \boxed{...}.

Problem:
{problem}","Solve the problem. If useful, reason backwards from the desired conclusion or answer form. End with exactly one final answer in the form \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P16_invariants","F04_strategy_search","Solve the problem. Look for invariants, monotonicity, symmetry, or conserved quantities if useful. End with exactly one final answer in the form \boxed{...}.

Problem:
{problem}","Solve the problem. Look for invariants, monotonicity, symmetry, or conserved quantities if useful. End with exactly one final answer in the form \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
"olym_math","olym_0648","Geometry","Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","18 \sqrt{6}","P39_find_structure","F04_strategy_search","Solve the problem by first identifying its hidden structure. Use that structure to reduce the problem. End with \boxed{...}.

Problem:
{problem}","Solve the problem by first identifying its hidden structure. Use that structure to reduce the problem. End with \boxed{...}.

Problem:
Spheres centered at points $P, Q, R$ are externally tangent to each other, and are tangent to plane $\mathcal{M}$ at points $P^{\prime}, Q^{\prime}, R^{\prime}$, respectively. All three spheres are on the same side of the plane. If $P^{\prime} Q^{\prime}=Q^{\prime} R^{\prime}=12$ and $P^{\prime} R^{\prime}=6$, compute the area of $\triangle P Q R$.","Competition","OlympiadBench"
