"benchmark","model_key","mask_type","mask_strategy","mask_id","requested_budget","effective_budget","budget_repaired","requested_n_observed","n_observed","n_total","min_required_n","connected","all_prompts_observed","all_items_observed","min_prompt_degree","max_prompt_degree","mean_prompt_degree","min_item_degree","max_item_degree","mean_item_degree","n_prompt_families","n_prompt_families_observed","prompt_family_coverage","n_item_clusters","n_item_clusters_observed","item_cluster_coverage"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","8","0.6","0.6","False","3000","3000","5000","1","True","True","True","50","71","60.0","20","39","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","9","0.6","0.6","False","3000","3000","5000","1","True","True","True","49","71","60.0","22","40","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","10","0.6","0.6","False","3000","3000","5000","1","True","True","True","48","71","60.0","22","41","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","11","0.6","0.6","False","3000","3000","5000","1","True","True","True","52","70","60.0","22","37","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","12","0.6","0.6","False","3000","3000","5000","1","True","True","True","49","73","60.0","21","39","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","13","0.6","0.6","False","3000","3000","5000","1","True","True","True","48","69","60.0","20","39","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","14","0.6","0.6","False","3000","3000","5000","1","True","True","True","50","69","60.0","21","36","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","15","0.6","0.6","False","3000","3000","5000","1","True","True","True","49","72","60.0","20","38","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","16","0.6","0.6","False","3000","3000","5000","1","True","True","True","49","75","60.0","23","36","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","17","0.6","0.6","False","3000","3000","5000","1","True","True","True","50","67","60.0","22","41","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","18","0.6","0.6","False","3000","3000","5000","1","True","True","True","48","70","60.0","23","39","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","19","0.6","0.6","False","3000","3000","5000","1","True","True","True","49","70","60.0","23","38","30.0","5","5","1.0","4","4","1.0"
