"benchmark","item_id","topic","problem","gold_answer","difficulty","source"
"olym_math","olym_0315","Algebra","In an infinite array with two rows, the numbers in the top row are denoted $\ldots, A_{-2}, A_{-1}, A_{0}, A_{1}, A_{2}, \ldots$ and the numbers in the bottom row are denoted $\ldots, B_{-2}, B_{-1}, B_{0}, B_{1}, B_{2}, \ldots$ For each integer $k$, the entry $A_{k}$ is directly above the entry $B_{k}$ in the array, as shown:

| $\ldots$ | $A_{-2}$ | $A_{-1}$ | $A_{0}$ | $A_{1}$ | $A_{2}$ | $\ldots$ |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| $\ldots$ | $B_{-2}$ | $B_{-1}$ | $B_{0}$ | $B_{1}$ | $B_{2}$ | $\ldots$ |

For each integer $k, A_{k}$ is the average of the entry to its left, the entry to its right, and the entry below it; similarly, each entry $B_{k}$ is the average of the entry to its left, the entry to its right, and the entry above it.
In one such array, $A_{0}=A_{1}=A_{2}=0$ and $A_{3}=1$.

Determine the value of $A_{4}$.","6","Competition","OlympiadBench"
"olym_math","olym_0048","Algebra","The equation

$$
(x-1)(x-2) \cdots(x-2016)=(x-1)(x-2) \cdots(x-2016)
$$

is written on the board. One tries to erase some linear factors from both sides so that each side still has at least one factor, and the resulting equation has no real roots. Find the least number of linear factors one needs to erase to achieve this.","2016","Competition","OlympiadBench"
"olym_math","olym_0657","Algebra","The function $f$ satisfies the relation $f(n)=f(n-1) f(n-2)$ for all integers $n$, and $f(n)>0$ for all positive integers $n$. If $f(1)=\frac{f(2)}{512}$ and $\frac{1}{f(1)}=2 f(2)$, compute $f(f(4))$.","4096","Competition","OlympiadBench"
"olym_math","olym_0186","Number theory","Determine the number of positive divisors of 900, including 1 and 900, that are perfect squares. (A positive divisor of 900 is a positive integer that divides exactly into 900.)","8","Competition","OlympiadBench"
"olym_math","olym_0384","Number theory","In ARMLopolis, every house number is a positive integer, and City Hall's address is 0. However, due to the curved nature of the cowpaths that eventually became the streets of ARMLopolis, the distance $d(n)$ between house $n$ and City Hall is not simply the value of $n$. Instead, if $n=3^{k} n^{\prime}$, where $k \geq 0$ is an integer and $n^{\prime}$ is an integer not divisible by 3 , then $d(n)=3^{-k}$. For example, $d(18)=1 / 9$ and $d(17)=1$. Notice that even though no houses have negative numbers, $d(n)$ is well-defined for negative values of $n$. For example, $d(-33)=1 / 3$ because $-33=3^{1} \cdot-11$. By definition, $d(0)=0$. Following the dictum ""location, location, location,"" this Power Question will refer to ""houses"" and ""house numbers"" interchangeably.

Curiously, the arrangement of the houses is such that the distance from house $n$ to house $m$, written $d(m, n)$, is simply $d(m-n)$. For example, $d(3,4)=d(-1)=1$ because $-1=3^{0} \cdot-1$. In particular, if $m=n$, then $d(m, n)=0$.


The neighborhood of a house $n$, written $\mathcal{N}(n)$, is the set of all houses that are the same distance from City Hall as $n$. In symbols, $\mathcal{N}(n)=\{m \mid d(m)=d(n)\}$. Geometrically, it may be helpful to think of $\mathcal{N}(n)$ as a circle centered at City Hall with radius $d(n)$.
Suppose that $d(17, m)=1 / 81$. Determine the possible values of $d(16, m)$.","1","Competition","OlympiadBench"
"olym_math","olym_0495","Number theory","Let $p$ be a prime number. If $p$ years ago, the ages of three children formed a geometric sequence with a sum of $p$ and a common ratio of 2 , compute the sum of the children's current ages.","28","Competition","OlympiadBench"
"olym_math","olym_0484","Number theory","Let T be a rational number. Let $N$ be the smallest positive $T$-digit number that is divisible by 33 . Compute the product of the last two digits of $N$.","6","Competition","OlympiadBench"
"olym_math","olym_0553","Combinatorics","Let set $S=\{1,2,3,4,5,6\}$, and let set $T$ be the set of all subsets of $S$ (including the empty set and $S$ itself). Let $t_{1}, t_{2}, t_{3}$ be elements of $T$, not necessarily distinct. The ordered triple $\left(t_{1}, t_{2}, t_{3}\right)$ is called satisfactory if either

(a) both $t_{1} \subseteq t_{3}$ and $t_{2} \subseteq t_{3}$, or

(b) $t_{3} \subseteq t_{1}$ and $t_{3} \subseteq t_{2}$.

Compute the number of satisfactory ordered triples $\left(t_{1}, t_{2}, t_{3}\right)$.","31186","Competition","OlympiadBench"
"olym_math","olym_0574","Number theory","Let $T=98721$, and let $K$ be the sum of the digits of $T$. Let $A_{n}$ be the number of ways to tile a $1 \times n$ rectangle using $1 \times 3$ and $1 \times 1$ tiles that do not overlap. Tiles of both types need not be used; for example, $A_{3}=2$ because a $1 \times 3$ rectangle can be tiled with three $1 \times 1$ tiles or one $1 \times 3$ tile. Compute the smallest value of $n$ such that $A_{n} \geq K$.","10","Competition","OlympiadBench"
"olym_math","olym_0554","Geometry","Let $A B C D$ be a parallelogram with $\angle A B C$ obtuse. Let $\overline{B E}$ be the altitude to side $\overline{A D}$ of $\triangle A B D$. Let $X$ be the point of intersection of $\overline{A C}$ and $\overline{B E}$, and let $F$ be the point of intersection of $\overline{A B}$ and $\overleftrightarrow{D X}$. If $B C=30, C D=13$, and $B E=12$, compute the ratio $\frac{A C}{A F}$.","\frac{222}{13}","Competition","OlympiadBench"
"olym_math","olym_0534","Algebra","Let $T=800$. Simplify $2^{\log _{4} T} / 2^{\log _{16} 64}$.","10","Competition","OlympiadBench"
"olym_math","olym_0595","Combinatorics","Elizabeth is in an ""escape room"" puzzle. She is in a room with one door which is locked at the start of the puzzle. The room contains $n$ light switches, each of which is initially off. Each minute, she must flip exactly $k$ different light switches (to ""flip"" a switch means to turn it on if it is currently off, and off if it is currently on). At the end of each minute, if all of the switches are on, then the door unlocks and Elizabeth escapes from the room.

Let $E(n, k)$ be the minimum number of minutes required for Elizabeth to escape, for positive integers $n, k$ with $k \leq n$. For example, $E(2,1)=2$ because Elizabeth cannot escape in one minute (there are two switches and one must be flipped every minute) but she can escape in two minutes (by flipping Switch 1 in the first minute and Switch 2 in the second minute). Define $E(n, k)=\infty$ if the puzzle is impossible to solve (that is, if it is impossible to have all switches on at the end of any minute).

For convenience, assume the $n$ light switches are numbered 1 through $n$.
Compute the $E(6,1)$","6","Competition","OlympiadBench"
"olym_math","olym_0634","Number theory","The product of the first five terms of a geometric progression is 32 . If the fourth term is 17 , compute the second term.","\frac{4}{17}","Competition","OlympiadBench"
"olym_math","olym_0296","Combinatorics","Amir and Brigitte play a card game. Amir starts with a hand of 6 cards: 2 red, 2 yellow and 2 green. Brigitte starts with a hand of 4 cards: 2 purple and 2 white. Amir plays first. Amir and Brigitte alternate turns. On each turn, the current player chooses one of their own cards at random and places it on the table. The cards remain on the table for the rest of the game. A player wins and the game ends when they have placed two cards of the same colour on the table. Determine the probability that Amir wins the game.","\frac{7}{15}","Competition","OlympiadBench"
"olym_math","olym_0407","Geometry","Let $T=8$. The parabola $y=x^{2}+T x$ is tangent to the parabola $y=-(x-2 T)^{2}+b$. Compute $b$.","184","Competition","OlympiadBench"
"olym_math","olym_0368","Number theory","Compute the largest base-10 integer $\underline{A} \underline{B} \underline{C} \underline{D}$, with $A>0$, such that $\underline{A} \underline{B} \underline{C} \underline{D}=B !+C !+D !$.","5762","Competition","OlympiadBench"
"olym_math","olym_0298","Algebra","The $n$th term of an arithmetic sequence is given by $t_{n}=555-7 n$.

If $S_{n}=t_{1}+t_{2}+\ldots+t_{n}$, determine the smallest value of $n$ for which $S_{n}<0$.","158","Competition","OlympiadBench"
"olym_math","olym_0351","Geometry","Let $T=1$. Circles $L$ and $O$ are internally tangent and have radii $T$ and $4 T$, respectively. Point $E$ lies on circle $L$ such that $\overline{O E}$ is tangent to circle $L$. Compute $O E$.","2 \sqrt{2}","Competition","OlympiadBench"
"olym_math","olym_0191","Algebra","The geometric sequence with $n$ terms $t_{1}, t_{2}, \ldots, t_{n-1}, t_{n}$ has $t_{1} t_{n}=3$. Also, the product of all $n$ terms equals 59049 (that is, $t_{1} t_{2} \cdots t_{n-1} t_{n}=59049$ ). Determine the value of $n$.

(A geometric sequence is a sequence in which each term after the first is obtained from the previous term by multiplying it by a constant. For example, $3,6,12$ is a geometric sequence with three terms.)","20","Competition","OlympiadBench"
"olym_math","olym_0311","Number theory","For how many integers $k$ with $0<k<18$ is $\frac{5 \sin \left(10 k^{\circ}\right)-2}{\sin ^{2}\left(10 k^{\circ}\right)} \geq 2$ ?","13","Competition","OlympiadBench"
"olym_math","olym_0177","Algebra","A geometric sequence has first term 10 and common ratio $\frac{1}{2}$.

An arithmetic sequence has first term 10 and common difference $d$.

The ratio of the 6th term in the geometric sequence to the 4th term in the geometric sequence equals the ratio of the 6th term in the arithmetic sequence to the 4 th term in the arithmetic sequence.

Determine all possible values of $d$.

(An arithmetic sequence is a sequence in which each term after the first is obtained from the previous term by adding a constant, called the common difference. For example, 3, 5, 7, 9 are the first four terms of an arithmetic sequence.

A geometric sequence is a sequence in which each term after the first is obtained from the previous term by multiplying it by a non-zero constant, called the common ratio. For example, $3,6,12$ is a geometric sequence with three terms.)","-\frac{30}{17}","Competition","OlympiadBench"
"olym_math","olym_0367","Geometry","Regular hexagon $A B C D E F$ and regular hexagon $G H I J K L$ both have side length 24 . The hexagons overlap, so that $G$ is on $\overline{A B}, B$ is on $\overline{G H}, K$ is on $\overline{D E}$, and $D$ is on $\overline{J K}$. If $[G B C D K L]=\frac{1}{2}[A B C D E F]$, compute $L F$.","18","Competition","OlympiadBench"
"olym_math","olym_0569","Geometry","Let $T=3$. In $\triangle A B C, A C=T^{2}, \mathrm{~m} \angle A B C=45^{\circ}$, and $\sin \angle A C B=\frac{8}{9}$. Compute $A B$.","8 \sqrt{2}","Competition","OlympiadBench"
"olym_math","olym_0098","Combinatorics","In the plane, 2013 red points and 2014 blue points are marked so that no three of the marked points are collinear. One needs to draw $k$ lines not passing through the marked points and dividing the plane into several regions. The goal is to do it in such a way that no region contains points of both colors.

Find the minimal value of $k$ such that the goal is attainable for every possible configuration of 4027 points.","2013","Competition","OlympiadBench"
